file,site_id,year,flatline_points,flatline_events
Raw_data_1Hr_2022_site_1424_Jawaharlal_Nehru_Stadium_Delhi_DPCC_1Hr.csv,1424,2022,9135,560
Raw_data_1Hr_2022_site_1425_Major_Dhyan_Chand_National_Stadium_Delhi_DPCC_1Hr.csv,1425,2022,13220,914
Raw_data_1Hr_2022_site_1426_Narela_Delhi_DPCC_1Hr.csv,1426,2022,7669,556
Raw_data_1Hr_2022_site_1427_Najafgarh_Delhi_DPCC_1Hr.csv,1427,2022,16123,809
Raw_data_1Hr_2022_site_1428_Okhla_Phase-2_Delhi_DPCC_1Hr.csv,1428,2022,7952,493
Raw_data_1Hr_2022_site_1429_Nehru_Nagar_Delhi_DPCC_1Hr.csv,1429,2022,6495,434
Raw_data_1Hr_2022_site_1430_Rohini_Delhi_DPCC_1Hr.csv,1430,2022,11480,628
Raw_data_1Hr_2022_site_1431_Patparganj_Delhi_DPCC_1Hr.csv,1431,2022,8378,518
Raw_data_1Hr_2022_site_1432_Sonia_Vihar_Delhi_DPCC_1Hr.csv,1432,2022,8556,492
Raw_data_1Hr_2022_site_1434_Wazirpur_Delhi_DPCC_1Hr.csv,1434,2022,11014,780
Raw_data_1Hr_2022_site_1435_Vivek_Vihar_Delhi_DPCC_1Hr.csv,1435,2022,12131,690
Raw_data_1Hr_2022_site_1560_Bawana_Delhi_DPCC_1Hr.csv,1560,2022,14011,1094
Raw_data_1Hr_2022_site_1561_Mundka_Delhi_DPCC_1Hr.csv,1561,2022,8297,507
Raw_data_1Hr_2022_site_1562_Sri_Aurobindo_Marg_Delhi_DPCC_1Hr.csv,1562,2022,10514,777
Raw_data_1Hr_2022_site_1563_Pusa_Delhi_DPCC_1Hr.csv,1563,2022,7294,624
Raw_data_1Hr_2022_site_301_Anand_Vihar_Delhi_DPCC_1Hr.csv,301,2022,4424,309
Raw_data_1Hr_2022_site_5024_Alipur_Delhi_DPCC_1Hr.csv,5024,2022,16396,965
Raw_data_1Hr_2022_site_5393_Chandni_Chowk_Delhi_IITM_1Hr.csv,5393,2022,7510,545
Raw_data_1Hr_2022_site_5395_Lodhi_Road_Delhi_IITM_1Hr.csv,5395,2022,6040,302
Raw_data_1Hr_2023_site_103_CRRI_Mathura_Road_Delhi_IMD_1Hr.csv,103,2023,12818,794
Raw_data_1Hr_2023_site_104_Burari_Crossing_Delhi_IMD_1Hr.csv,104,2023,10735,305
Raw_data_1Hr_2023_site_105_North_Campus_DU_Delhi_IMD_1Hr.csv,105,2023,8318,652
Raw_data_1Hr_2023_site_106_IGI_Airport_(T3)_Delhi_IMD_1Hr.csv,106,2023,8926,434
Raw_data_1Hr_2023_site_107_Pusa_Delhi_IMD_1Hr.csv,107,2023,11034,415
Raw_data_1Hr_2023_site_108_Aya_Nagar_Delhi_IMD_1Hr.csv,108,2023,20602,1087
Raw_data_1Hr_2023_site_109_Lodhi_Road_Delhi_IMD_1Hr.csv,109,2023,17310,622
Raw_data_1Hr_2023_site_113_Shadipur_Delhi_CPCB_1Hr.csv,113,2023,7391,463
Raw_data_1Hr_2023_site_114_IHBAS_Dilshad_Garden_Delhi_CPCB_1Hr.csv,114,2023,8676,534
Raw_data_1Hr_2023_site_115_NSIT_Dwarka_Delhi_CPCB_1Hr.csv,115,2023,8582,447
Raw_data_1Hr_2023_site_117_ITO_Delhi_CPCB_1Hr.csv,117,2023,9204,600
Raw_data_1Hr_2023_site_118_DTU_Delhi_CPCB_1Hr.csv,118,2023,16139,725
Raw_data_1Hr_2023_site_119_Sirifort_Delhi_CPCB_1Hr.csv,119,2023,15178,907
Raw_data_1Hr_2023_site_122_Mandir_Marg_Delhi_DPCC_1Hr.csv,122,2023,8673,431
Raw_data_1Hr_2023_site_124_R_K_Puram_Delhi_DPCC_1Hr.csv,124,2023,6528,384
Raw_data_1Hr_2023_site_125_Punjabi_Bagh_Delhi_DPCC_1Hr.csv,125,2023,11126,711
Raw_data_1Hr_2023_site_1420_Ashok_Vihar_Delhi_DPCC_1Hr.csv,1420,2023,13967,955
Raw_data_1Hr_2023_site_1421_Dr._Karni_Singh_Shooting_Range_Delhi_DPCC_1Hr.csv,1421,2023,9796,813
Raw_data_1Hr_2023_site_1422_Dwarka-Sector_8_Delhi_DPCC__1Hr.csv,1422,2023,13385,839
Raw_data_1Hr_2023_site_1423_Jahangirpuri_Delhi_DPCC_1Hr.csv,1423,2023,9315,693
Raw_data_1Hr_2023_site_1424_Jawaharlal_Nehru_Stadium_Delhi_DPCC_1Hr.csv,1424,2023,8518,528
Raw_data_1Hr_2023_site_1425_Major_Dhyan_Chand_National_Stadium_Delhi_DPCC_1Hr.csv,1425,2023,11542,750
Raw_data_1Hr_2023_site_1426_Narela_Delhi_DPCC_1Hr.csv,1426,2023,10900,717
Raw_data_1Hr_2023_site_1427_Najafgarh_Delhi_DPCC_1Hr.csv,1427,2023,17503,997
Raw_data_1Hr_2023_site_1428_Okhla_Phase-2_Delhi_DPCC_1Hr.csv,1428,2023,8125,482
Raw_data_1Hr_2023_site_1429_Nehru_Nagar_Delhi_DPCC_1Hr.csv,1429,2023,6743,528
Raw_data_1Hr_2023_site_1430_Rohini_Delhi_DPCC_1Hr.csv,1430,2023,11316,711
Raw_data_1Hr_2023_site_1431_Patparganj_Delhi_DPCC_1Hr.csv,1431,2023,9792,717
Raw_data_1Hr_2023_site_1432_Sonia_Vihar_Delhi_DPCC_1Hr.csv,1432,2023,14579,949
Raw_data_1Hr_2023_site_1434_Wazirpur_Delhi_DPCC_1Hr.csv,1434,2023,10354,691
Raw_data_1Hr_2023_site_1435_Vivek_Vihar_Delhi_DPCC_1Hr.csv,1435,2023,11373,679
Raw_data_1Hr_2023_site_1560_Bawana_Delhi_DPCC_1Hr.csv,1560,2023,15787,1090
Raw_data_1Hr_2023_site_1561_Mundka_Delhi_DPCC_1Hr.csv,1561,2023,8865,576
Raw_data_1Hr_2023_site_1562_Sri_Aurobindo_Marg_Delhi_DPCC_1Hr.csv,1562,2023,11349,852
Raw_data_1Hr_2023_site_1563_Pusa_Delhi_DPCC_1Hr.csv,1563,2023,11867,848
Raw_data_1Hr_2023_site_301_Anand_Vihar_Delhi_DPCC_1Hr.csv,301,2023,6079,485
Raw_data_1Hr_2023_site_5024_Alipur_Delhi_DPCC_1Hr.csv,5024,2023,12946,922
Raw_data_1Hr_2023_site_5393_Chandni_Chowk_Delhi_IITM_1Hr.csv,5393,2023,3096,200
Raw_data_1Hr_2023_site_5395_Lodhi_Road_Delhi_IITM_1Hr.csv,5395,2023,566,30
Raw_data_1Hr_2023_site_5852_New_Moti_Bagh_Delhi_MHUA_1Hr.csv,5852,2023,2767,180
Raw_data_1Hr_2024_site_103_CRRI_Mathura_Road_Delhi_IMD_1Hr.csv,103,2024,9308,457
Raw_data_1Hr_2024_site_104_Burari_Crossing_Delhi_IMD_1Hr.csv,104,2024,16081,686
Raw_data_1Hr_2024_site_105_North_Campus_DU_Delhi_IMD_1Hr.csv,105,2024,10433,526
Raw_data_1Hr_2024_site_106_IGI_Airport_(T3)_Delhi_IMD_1Hr.csv,106,2024,9759,350
Raw_data_1Hr_2024_site_107_Pusa_Delhi_IMD_1Hr.csv,107,2024,12482,516
Raw_data_1Hr_2024_site_108_Aya_Nagar_Delhi_IMD_1Hr.csv,108,2024,10707,382
Raw_data_1Hr_2024_site_109_Lodhi_Road_Delhi_IMD_1Hr.csv,109,2024,17087,687
Raw_data_1Hr_2024_site_113_Shadipur_Delhi_CPCB_1Hr.csv,113,2024,8377,536
Raw_data_1Hr_2024_site_114_IHBAS_Dilshad_Garden_Delhi_CPCB_1Hr.csv,114,2024,7941,698
Raw_data_1Hr_2024_site_115_NSIT_Dwarka_Delhi_CPCB_1Hr.csv,115,2024,9521,651
Raw_data_1Hr_2024_site_117_ITO_Delhi_CPCB_1Hr.csv,117,2024,10071,664
Raw_data_1Hr_2024_site_118_DTU_Delhi_CPCB_1Hr.csv,118,2024,12370,412
Raw_data_1Hr_2024_site_119_Sirifort_Delhi_CPCB_1Hr.csv,119,2024,21552,1319
Raw_data_1Hr_2024_site_122_Mandir_Marg_Delhi_DPCC_1Hr.csv,122,2024,8900,406
Raw_data_1Hr_2024_site_124_R_K_Puram_Delhi_DPCC_1Hr.csv,124,2024,7332,422
Raw_data_1Hr_2024_site_125_Punjabi_Bagh_Delhi_DPCC_1Hr.csv,125,2024,10530,494
Raw_data_1Hr_2024_site_1420_Ashok_Vihar_Delhi_DPCC_1Hr.csv,1420,2024,9244,652
Raw_data_1Hr_2024_site_1421_Dr._Karni_Singh_Shooting_Range_Delhi_DPCC_1Hr.csv,1421,2024,9040,570
Raw_data_1Hr_2024_site_1422_Dwarka-Sector_8_Delhi_DPCC__1Hr.csv,1422,2024,9091,595
Raw_data_1Hr_2024_site_1423_Jahangirpuri_Delhi_DPCC_1Hr.csv,1423,2024,9039,606
Raw_data_1Hr_2024_site_1424_Jawaharlal_Nehru_Stadium_Delhi_DPCC_1Hr.csv,1424,2024,8202,397
Raw_data_1Hr_2024_site_1425_Major_Dhyan_Chand_National_Stadium_Delhi_DPCC_1Hr.csv,1425,2024,8932,508
Raw_data_1Hr_2024_site_1426_Narela_Delhi_DPCC_1Hr.csv,1426,2024,10271,498
Raw_data_1Hr_2024_site_1427_Najafgarh_Delhi_DPCC_1Hr.csv,1427,2024,15416,790
Raw_data_1Hr_2024_site_1428_Okhla_Phase-2_Delhi_DPCC_1Hr.csv,1428,2024,8198,557
Raw_data_1Hr_2024_site_1429_Nehru_Nagar_Delhi_DPCC_1Hr.csv,1429,2024,9711,599
Raw_data_1Hr_2024_site_1430_Rohini_Delhi_DPCC_1Hr.csv,1430,2024,9405,462
Raw_data_1Hr_2024_site_1431_Patparganj_Delhi_DPCC_1Hr.csv,1431,2024,10945,630
Raw_data_1Hr_2024_site_1432_Sonia_Vihar_Delhi_DPCC_1Hr.csv,1432,2024,10258,576
Raw_data_1Hr_2024_site_1434_Wazirpur_Delhi_DPCC_1Hr.csv,1434,2024,8099,630
Raw_data_1Hr_2024_site_1435_Vivek_Vihar_Delhi_DPCC_1Hr.csv,1435,2024,12274,637
Raw_data_1Hr_2024_site_1560_Bawana_Delhi_DPCC_1Hr.csv,1560,2024,10984,554
Raw_data_1Hr_2024_site_1561_Mundka_Delhi_DPCC_1Hr.csv,1561,2024,10726,537
Raw_data_1Hr_2024_site_1562_Sri_Aurobindo_Marg_Delhi_DPCC_1Hr.csv,1562,2024,9654,473
Raw_data_1Hr_2024_site_1563_Pusa_Delhi_DPCC_1Hr.csv,1563,2024,7717,629
Raw_data_1Hr_2024_site_301_Anand_Vihar_Delhi_DPCC_1Hr.csv,301,2024,7522,416
Raw_data_1Hr_2024_site_5024_Alipur_Delhi_DPCC_1Hr.csv,5024,2024,13574,890
Raw_data_1Hr_2024_site_5393_Chandni_Chowk_Delhi_IITM_1Hr.csv,5393,2024,9160,472
Raw_data_1Hr_2024_site_5395_Lodhi_Road_Delhi_IITM_1Hr.csv,5395,2024,5700,250
Raw_data_1Hr_2025_site_103_CRRI_Mathura_Road_Delhi_IMD_1Hr.csv,103,2025,7667,320
Raw_data_1Hr_2025_site_104_Burari_Crossing_Delhi_IMD_1Hr.csv,104,2025,9589,380
Raw_data_1Hr_2025_site_105_North_Campus_DU_Delhi_IMD_1Hr.csv,105,2025,8584,496
Raw_data_1Hr_2025_site_106_IGI_Airport_(T3)_Delhi_IMD_1Hr.csv,106,2025,7146,288
Raw_data_1Hr_2025_site_107_Pusa_Delhi_IMD_1Hr.csv,107,2025,9384,382
Raw_data_1Hr_2025_site_108_Aya_Nagar_Delhi_IMD_1Hr.csv,108,2025,10421,288
Raw_data_1Hr_2025_site_109_Lodhi_Road_Delhi_IMD_1Hr.csv,109,2025,9233,212
Raw_data_1Hr_2025_site_113_Shadipur_Delhi_CPCB_1Hr.csv,113,2025,9242,628
Raw_data_1Hr_2025_site_114_IHBAS_Dilshad_Garden_Delhi_CPCB_1Hr.csv,114,2025,11408,884
Raw_data_1Hr_2025_site_115_NSIT_Dwarka_Delhi_CPCB_1Hr.csv,115,2025,10979,844
Raw_data_1Hr_2025_site_117_ITO_Delhi_CPCB_1Hr.csv,117,2025,11056,655
Raw_data_1Hr_2025_site_118_DTU_Delhi_CPCB_1Hr.csv,118,2025,20413,995
Raw_data_1Hr_2025_site_119_Sirifort_Delhi_CPCB_1Hr.csv,119,2025,29811,1776
Raw_data_1Hr_2025_site_122_Mandir_Marg_Delhi_DPCC_1Hr.csv,122,2025,8635,292
Raw_data_1Hr_2025_site_124_R_K_Puram_Delhi_DPCC_1Hr.csv,124,2025,7901,454
Raw_data_1Hr_2025_site_125_Punjabi_Bagh_Delhi_DPCC_1Hr.csv,125,2025,11494,557
Raw_data_1Hr_2025_site_1420_Ashok_Vihar_Delhi_DPCC_1Hr.csv,1420,2025,8526,587
Raw_data_1Hr_2025_site_1421_Dr._Karni_Singh_Shooting_Range_Delhi_DPCC_1Hr.csv,1421,2025,8896,372
Raw_data_1Hr_2025_site_1422_Dwarka-Sector_8_Delhi_DPCC__1Hr.csv,1422,2025,7581,425
Raw_data_1Hr_2025_site_1423_Jahangirpuri_Delhi_DPCC_1Hr.csv,1423,2025,9643,504
Raw_data_1Hr_2025_site_1424_Jawaharlal_Nehru_Stadium_Delhi_DPCC_1Hr.csv,1424,2025,8311,362
Raw_data_1Hr_2025_site_1425_Major_Dhyan_Chand_National_Stadium_Delhi_DPCC_1Hr.csv,1425,2025,9486,621
Raw_data_1Hr_2025_site_1426_Narela_Delhi_DPCC_1Hr.csv,1426,2025,10617,421
Raw_data_1Hr_2025_site_1427_Najafgarh_Delhi_DPCC_1Hr.csv,1427,2025,10430,440
Raw_data_1Hr_2025_site_1428_Okhla_Phase-2_Delhi_DPCC_1Hr.csv,1428,2025,8750,529
Raw_data_1Hr_2025_site_1429_Nehru_Nagar_Delhi_DPCC_1Hr.csv,1429,2025,8679,432
Raw_data_1Hr_2025_site_1430_Rohini_Delhi_DPCC_1Hr.csv,1430,2025,12280,639
Raw_data_1Hr_2025_site_1431_Patparganj_Delhi_DPCC_1Hr.csv,1431,2025,12174,713
Raw_data_1Hr_2025_site_1432_Sonia_Vihar_Delhi_DPCC_1Hr.csv,1432,2025,8342,534
Raw_data_1Hr_2025_site_1434_Wazirpur_Delhi_DPCC_1Hr.csv,1434,2025,7201,377
Raw_data_1Hr_2025_site_1435_Vivek_Vihar_Delhi_DPCC_1Hr.csv,1435,2025,9075,488
Raw_data_1Hr_2025_site_1560_Bawana_Delhi_DPCC_1Hr.csv,1560,2025,13202,743
Raw_data_1Hr_2025_site_1561_Mundka_Delhi_DPCC_1Hr.csv,1561,2025,12438,553
Raw_data_1Hr_2025_site_1562_Sri_Aurobindo_Marg_Delhi_DPCC_1Hr.csv,1562,2025,10415,487
Raw_data_1Hr_2025_site_1563_Pusa_Delhi_DPCC_1Hr.csv,1563,2025,8751,595
Raw_data_1Hr_2025_site_301_Anand_Vihar_Delhi_DPCC_1Hr.csv,301,2025,7553,371
Raw_data_1Hr_2025_site_5024_Alipur_Delhi_DPCC_1Hr.csv,5024,2025,13957,1007
Raw_data_1Hr_2025_site_5393_Chandni_Chowk_Delhi_IITM_1Hr.csv,5393,2025,8189,452
Raw_data_1Hr_2025_site_5395_Lodhi_Road_Delhi_IITM_1Hr.csv,5395,2025,1044,72
Raw_data_1Hr_2025_site_5852_New_Moti_Bagh_Delhi_MHUA_1Hr.csv,5852,2025,14951,843
Raw_data_1Hr_2025_site_6060_IIT_Delhi_Delhi_IITM_1Hr.csv,6060,2025,833,38
