file,site_id,year,high_rh_count,low_rh_count,median_pm25_high_rh,median_pm25_low_rh,high_low_ratio,suspected_humidity_bias
Raw_data_1Hr_2022_site_1422_Dwarka-Sector_8_Delhi_DPCC__1Hr.csv,1422,2022,292,4386,77.375,62.75,1.2330677290836654,False
Raw_data_1Hr_2022_site_1423_Jahangirpuri_Delhi_DPCC_1Hr.csv,1423,2022,1430,3431,122.75,77.0,1.594155844155844,True
Raw_data_1Hr_2022_site_1424_Jawaharlal_Nehru_Stadium_Delhi_DPCC_1Hr.csv,1424,2022,1749,3942,135.0,64.375,2.0970873786407767,True
Raw_data_1Hr_2022_site_1425_Major_Dhyan_Chand_National_Stadium_Delhi_DPCC_1Hr.csv,1425,2022,1168,3758,157.25,67.75,2.321033210332103,True
Raw_data_1Hr_2022_site_1426_Narela_Delhi_DPCC_1Hr.csv,1426,2022,1662,3149,133.0,65.5,2.030534351145038,True
Raw_data_1Hr_2022_site_1427_Najafgarh_Delhi_DPCC_1Hr.csv,1427,2022,910,3604,85.0,52.25,1.6267942583732058,True
Raw_data_1Hr_2022_site_1428_Okhla_Phase-2_Delhi_DPCC_1Hr.csv,1428,2022,188,4240,128.125,61.375,2.0875763747454177,True
Raw_data_1Hr_2022_site_1429_Nehru_Nagar_Delhi_DPCC_1Hr.csv,1429,2022,1594,3426,164.75,73.5,2.241496598639456,True
Raw_data_1Hr_2022_site_1430_Rohini_Delhi_DPCC_1Hr.csv,1430,2022,852,4001,146.45999999999998,66.0,2.219090909090909,True
Raw_data_1Hr_2022_site_1431_Patparganj_Delhi_DPCC_1Hr.csv,1431,2022,1482,3754,114.375,76.25,1.5,True
Raw_data_1Hr_2022_site_1432_Sonia_Vihar_Delhi_DPCC_1Hr.csv,1432,2022,1278,4453,139.75,73.0,1.9143835616438356,True
Raw_data_1Hr_2022_site_1434_Wazirpur_Delhi_DPCC_1Hr.csv,1434,2022,680,3773,138.5,74.5,1.8590604026845639,True
Raw_data_1Hr_2022_site_1435_Vivek_Vihar_Delhi_DPCC_1Hr.csv,1435,2022,848,4610,176.125,70.0,2.5160714285714287,True
Raw_data_1Hr_2022_site_1560_Bawana_Delhi_DPCC_1Hr.csv,1560,2022,915,3915,129.0,72.0,1.7916666666666667,True
Raw_data_1Hr_2022_site_1561_Mundka_Delhi_DPCC_1Hr.csv,1561,2022,923,4256,114.25,73.25,1.5597269624573378,True
Raw_data_1Hr_2022_site_1562_Sri_Aurobindo_Marg_Delhi_DPCC_1Hr.csv,1562,2022,2467,3225,99.5,56.25,1.768888888888889,True
Raw_data_1Hr_2022_site_1563_Pusa_Delhi_DPCC_1Hr.csv,1563,2022,1147,4057,141.5,60.25,2.3485477178423237,True
